time,machine_ID,fee
2023-03-23,102,2
2023-03-23,103,6
2023-03-23,104,3
2023-03-23,106,2
2023-03-23,107,1
2023-03-23,108,3
2023-03-23,109,22
2023-03-23,110,1
2023-03-23,111,2
2023-03-23,112,1
2023-03-23,113,6
2023-03-23,114,9
2023-03-23,116,4
2023-03-23,117,1
2023-03-23,121,6
2023-03-23,122,1
2023-03-23,124,2
2023-03-23,125,3
2023-03-23,126,2
2023-03-23,209,26
2023-03-23,210,5
2023-03-23,211,4
2023-03-23,212,2
2023-03-23,213,12
2023-03-23,214,20
2023-03-23,215,10
2023-03-23,216,9
2023-03-23,217,3
2023-03-23,218,63
2023-03-23,219,26
2023-03-23,220,2
2023-03-23,221,8
2023-03-23,222,12
2023-03-23,223,29
2023-03-23,224,4
2023-03-23,225,5
2023-03-23,226,2
2023-03-23,242,1
2023-03-23,243,9
2023-03-23,244,3
2023-03-23,245,5
2023-03-23,246,2
2023-03-23,249,2
2023-03-23,300,11
2023-03-23,301,4
2023-03-23,302,2
2023-03-23,303,2
2023-03-23,304,10
2023-03-23,305,2
2023-03-23,306,2
2023-03-23,307,1
2023-03-23,308,1
2023-03-23,309,4
2023-03-23,310,3
2023-03-23,313,5
2023-03-23,314,4
2023-03-23,315,7
2023-03-23,316,3
2023-03-23,317,1
2023-03-23,318,1
2023-03-23,319,3
2023-03-23,320,1
2023-03-23,321,2
2023-03-23,322,3
2023-03-23,323,1
2023-03-23,324,1
2023-03-23,325,7
2023-03-23,326,8
2023-03-23,328,11
2023-03-23,329,7
2023-03-23,330,17
2023-03-23,331,16
2023-03-23,332,27
2023-03-23,333,13
2023-03-23,334,38
2023-03-23,335,24
2023-03-23,336,11
2023-03-23,337,4
2023-03-23,338,10
2023-03-23,339,1
2023-03-23,340,2
2023-03-23,350,33
2023-03-23,351,53
2023-03-23,352,22
2023-03-23,353,49
2023-03-23,354,11
2023-03-23,355,1
2023-03-23,356,6
2023-03-23,357,1
2023-03-23,358,2
2023-03-23,360,18
2023-03-23,361,35
2023-03-23,362,50
2023-03-24,1,63
2023-03-24,2,12
2023-03-24,3,22
2023-03-24,5,16
2023-03-24,8,84
2023-03-24,9,73
2023-03-24,10,43
2023-03-24,11,14
2023-03-24,12,50
2023-03-24,13,89
2023-03-24,14,29
2023-03-24,15,30
2023-03-24,16,68
2023-03-24,17,62
2023-03-24,18,97
2023-03-24,19,13
2023-03-24,20,49
2023-03-24,21,15
2023-03-24,22,36
2023-03-24,23,41
2023-03-24,24,41
2023-03-24,25,25
2023-03-24,26,9
2023-03-24,27,24
2023-03-24,28,30
2023-03-24,29,50
2023-03-24,30,42
2023-03-24,31,5
2023-03-24,32,4
2023-03-24,33,9
2023-03-24,34,7
2023-03-24,35,7
2023-03-24,36,3
2023-03-24,37,5
2023-03-24,38,7
2023-03-24,39,4
2023-03-24,40,6
2023-03-24,41,31
2023-03-24,42,18
2023-03-24,43,39
2023-03-24,44,6
2023-03-24,45,5
2023-03-24,46,9
2023-03-24,47,6
2023-03-24,48,1
2023-03-24,49,9
2023-03-24,50,8
2023-03-24,51,6
2023-03-24,52,13
2023-03-24,53,115
2023-03-24,55,63
2023-03-24,58,8
2023-03-24,60,3
2023-03-24,61,1
2023-03-24,62,5
2023-03-24,63,2
2023-03-24,64,9
2023-03-24,65,5
2023-03-24,66,4
2023-03-24,67,6
2023-03-24,68,9
2023-03-24,69,8
2023-03-24,70,1
2023-03-24,72,5
2023-03-24,73,10
2023-03-24,75,28
2023-03-24,76,61
2023-03-24,77,11
2023-03-24,79,43
2023-03-24,80,21
2023-03-24,81,14
2023-03-24,82,21
2023-03-24,83,5
2023-03-24,84,32
2023-03-24,85,21
2023-03-24,88,27
2023-03-24,89,1
2023-03-24,92,22
2023-03-24,94,48
2023-03-24,95,9
2023-03-24,97,32
2023-03-24,99,23
2023-03-24,100,3
2023-03-24,101,2
2023-03-24,102,1
2023-03-24,103,4
2023-03-24,104,3
2023-03-24,105,2
2023-03-24,106,2
2023-03-24,107,6
2023-03-24,108,4
2023-03-24,109,17
2023-03-24,110,2
2023-03-24,111,5
2023-03-24,112,2
2023-03-24,113,2
2023-03-24,114,5
2023-03-24,115,2
2023-03-24,117,1
2023-03-24,121,6
2023-03-24,122,1
2023-03-24,123,2
2023-03-24,124,6
2023-03-24,125,7
2023-03-24,126,1
2023-03-24,128,4
2023-03-24,209,36
2023-03-24,210,7
2023-03-24,211,8
2023-03-24,212,3
2023-03-24,213,17
2023-03-24,214,20
2023-03-24,215,11
2023-03-24,216,14
2023-03-24,217,8
2023-03-24,218,48
2023-03-24,219,22
2023-03-24,220,5
2023-03-24,221,7
2023-03-24,222,9
2023-03-24,223,28
2023-03-24,224,1
2023-03-24,225,2
2023-03-24,226,9
2023-03-24,240,1
2023-03-24,241,2
2023-03-24,242,2
2023-03-24,243,5
2023-03-24,244,1
2023-03-24,245,3
2023-03-24,246,1
2023-03-24,249,5
2023-03-24,300,2
2023-03-24,301,4
2023-03-24,302,6
2023-03-24,303,7
2023-03-24,304,11
2023-03-24,305,4
2023-03-24,306,1
2023-03-24,307,1
2023-03-24,308,1
2023-03-24,309,8
2023-03-24,310,3
2023-03-24,311,2
2023-03-24,312,3
2023-03-24,313,1
2023-03-24,314,8
2023-03-24,315,1
2023-03-24,316,3
2023-03-24,317,4
2023-03-24,318,4
2023-03-24,321,5
2023-03-24,322,5
2023-03-24,323,5
2023-03-24,325,11
2023-03-24,326,6
2023-03-24,328,2
2023-03-24,329,12
2023-03-24,330,5
2023-03-24,331,5
2023-03-24,332,12
2023-03-24,333,14
2023-03-24,334,23
2023-03-24,335,7
2023-03-24,336,14
2023-03-24,337,2
2023-03-24,338,13
2023-03-24,339,3
2023-03-24,340,2
2023-03-24,350,13
2023-03-24,351,30
2023-03-24,352,12
2023-03-24,353,29
2023-03-24,354,19
2023-03-24,355,3
2023-03-24,356,2
2023-03-24,357,3
2023-03-24,360,11
2023-03-24,361,23
2023-03-24,362,35
2023-03-25,1,56
2023-03-25,2,13
2023-03-25,3,15
2023-03-25,4,7
2023-03-25,5,8
2023-03-25,8,47
2023-03-25,9,33
2023-03-25,10,30
2023-03-25,11,10
2023-03-25,12,33
2023-03-25,13,60
2023-03-25,14,12
2023-03-25,15,20
2023-03-25,16,36
2023-03-25,17,23
2023-03-25,18,49
2023-03-25,19,10
2023-03-25,20,41
2023-03-25,21,8
2023-03-25,22,19
2023-03-25,23,18
2023-03-25,24,25
2023-03-25,25,13
2023-03-25,26,2
2023-03-25,27,28
2023-03-25,28,29
2023-03-25,29,11
2023-03-25,30,19
2023-03-25,31,3
2023-03-25,32,3
2023-03-25,33,5
2023-03-25,34,2
2023-03-25,35,4
2023-03-25,37,1
2023-03-25,38,4
2023-03-25,39,2
2023-03-25,40,1
2023-03-25,41,19
2023-03-25,42,22
2023-03-25,43,27
2023-03-25,44,2
2023-03-25,45,1
2023-03-25,46,18
2023-03-25,47,3
2023-03-25,48,5
2023-03-25,49,7
2023-03-25,50,8
2023-03-25,51,4
2023-03-25,52,26
2023-03-25,58,2
2023-03-25,59,2
2023-03-25,60,2
2023-03-25,61,1
2023-03-25,62,4
2023-03-25,65,1
2023-03-25,67,3
2023-03-25,68,3
2023-03-25,69,5
2023-03-25,70,1
2023-03-25,73,7
2023-03-25,75,9
2023-03-25,76,14
2023-03-25,77,11
2023-03-25,79,49
2023-03-25,84,77
2023-03-25,85,40
2023-03-25,86,6
2023-03-25,88,17
2023-03-25,89,1
2023-03-25,92,7
2023-03-25,94,44
2023-03-25,95,8
2023-03-25,101,2
2023-03-25,102,3
2023-03-25,103,2
2023-03-25,104,1
2023-03-25,105,1
2023-03-25,106,2
2023-03-25,107,4
2023-03-25,108,3
2023-03-25,109,4
2023-03-25,111,2
2023-03-25,112,3
2023-03-25,113,2
2023-03-25,114,3
2023-03-25,116,1
2023-03-25,119,1
2023-03-25,121,2
2023-03-25,122,2
2023-03-25,124,1
2023-03-25,125,2
2023-03-25,126,1
2023-03-25,128,1
2023-03-25,209,19
2023-03-25,210,10
2023-03-25,211,6
2023-03-25,212,1
2023-03-25,213,16
2023-03-25,214,28
2023-03-25,215,6
2023-03-25,216,14
2023-03-25,217,5
2023-03-25,218,6
2023-03-25,219,3
2023-03-25,220,3
2023-03-25,221,5
2023-03-25,222,3
2023-03-25,223,1
2023-03-25,224,3
2023-03-25,225,3
2023-03-25,226,5
2023-03-25,242,1
2023-03-25,243,1
2023-03-25,246,1
2023-03-25,247,1
2023-03-25,248,2
2023-03-25,249,1
2023-03-25,300,3
2023-03-25,301,1
2023-03-25,302,3
2023-03-25,303,4
2023-03-25,304,5
2023-03-25,309,1
2023-03-25,313,1
2023-03-25,316,5
2023-03-25,317,3
2023-03-25,318,4
2023-03-25,319,2
2023-03-25,321,1
2023-03-25,322,1
2023-03-25,323,1
2023-03-25,325,3
2023-03-25,326,1
2023-03-25,328,7
2023-03-25,329,2
2023-03-25,330,9
2023-03-25,331,1
2023-03-25,332,6
2023-03-25,333,7
2023-03-25,334,4
2023-03-25,335,1
2023-03-25,336,1
2023-03-25,338,1
2023-03-25,351,1
2023-03-25,352,1
2023-03-25,353,5
2023-03-25,354,9
2023-03-25,355,1
2023-03-25,356,1
2023-03-25,362,15
2023-03-26,3,1
2023-03-26,9,1
2023-03-26,12,1
2023-03-26,13,3
2023-03-26,15,1
2023-03-26,16,1
2023-03-26,17,2
2023-03-26,22,1
2023-03-26,23,2
2023-03-26,40,1
2023-03-26,52,1
2023-03-26,53,4
2023-03-26,94,2
2023-03-26,97,5
2023-03-26,99,1
2023-03-26,103,1
2023-03-26,113,1
2023-03-26,115,1
2023-03-26,125,1
2023-03-26,223,1
2023-03-26,362,2
2023-03-27,1,60
2023-03-27,2,10
2023-03-27,3,23
2023-03-27,5,24
2023-03-27,8,80
2023-03-27,9,79
2023-03-27,10,28
2023-03-27,11,6
2023-03-27,12,54
2023-03-27,13,68
2023-03-27,14,18
2023-03-27,15,35
2023-03-27,16,64
2023-03-27,17,72
2023-03-27,18,108
2023-03-27,19,17
2023-03-27,20,61
2023-03-27,21,10
2023-03-27,22,41
2023-03-27,23,37
2023-03-27,24,35
2023-03-27,25,26
2023-03-27,26,9
2023-03-27,27,10
2023-03-27,28,21
2023-03-27,29,67
2023-03-27,30,22
2023-03-27,31,9
2023-03-27,32,10
2023-03-27,33,8
2023-03-27,34,6
2023-03-27,35,11
2023-03-27,36,2
2023-03-27,37,3
2023-03-27,38,3
2023-03-27,39,2
2023-03-27,40,2
2023-03-27,41,28
2023-03-27,42,17
2023-03-27,43,22
2023-03-27,44,2
2023-03-27,45,10
2023-03-27,46,5
2023-03-27,47,5
2023-03-27,48,3
2023-03-27,49,8
2023-03-27,50,9
2023-03-27,51,2
2023-03-27,52,14
2023-03-27,53,102
2023-03-27,55,65
2023-03-27,58,14
2023-03-27,59,5
2023-03-27,60,3
2023-03-27,61,4
2023-03-27,62,5
2023-03-27,63,3
2023-03-27,64,10
2023-03-27,65,1
2023-03-27,66,4
2023-03-27,67,5
2023-03-27,68,13
2023-03-27,69,1
2023-03-27,71,1
2023-03-27,72,5
2023-03-27,73,19
2023-03-27,75,34
2023-03-27,76,49
2023-03-27,77,19
2023-03-27,79,30
2023-03-27,80,40
2023-03-27,81,21
2023-03-27,82,11
2023-03-27,83,7
2023-03-27,84,24
2023-03-27,85,21
2023-03-27,86,2
2023-03-27,88,50
2023-03-27,89,1
2023-03-27,92,20
2023-03-27,94,55
2023-03-27,95,9
2023-03-27,97,13
2023-03-27,99,34
2023-03-27,101,3
2023-03-27,102,3
2023-03-27,103,15
2023-03-27,104,2
2023-03-27,105,1
2023-03-27,107,5
2023-03-27,108,2
2023-03-27,109,16
2023-03-27,110,4
2023-03-27,111,1
2023-03-27,112,1
2023-03-27,113,2
2023-03-27,114,12
2023-03-27,115,1
2023-03-27,116,2
2023-03-27,117,3
2023-03-27,119,3
2023-03-27,121,3
2023-03-27,122,1
2023-03-27,123,2
2023-03-27,124,4
2023-03-27,128,1
2023-03-27,209,16
2023-03-27,210,5
2023-03-27,211,3
2023-03-27,212,5
2023-03-27,213,7
2023-03-27,214,14
2023-03-27,215,6
2023-03-27,216,10
2023-03-27,217,9
2023-03-27,218,47
2023-03-27,219,20
2023-03-27,220,5
2023-03-27,221,6
2023-03-27,222,9
2023-03-27,223,24
2023-03-27,224,2
2023-03-27,225,4
2023-03-27,241,5
2023-03-27,242,1
2023-03-27,243,4
2023-03-27,244,3
2023-03-27,245,3
2023-03-27,248,1
2023-03-27,249,3
2023-03-27,300,4
2023-03-27,301,5
2023-03-27,302,5
2023-03-27,303,4
2023-03-27,304,11
2023-03-27,305,4
2023-03-27,306,1
2023-03-27,307,2
2023-03-27,308,5
2023-03-27,309,3
2023-03-27,310,6
2023-03-27,313,2
2023-03-27,314,4
2023-03-27,315,4
2023-03-27,316,3
2023-03-27,317,1
2023-03-27,318,1
2023-03-27,319,3
2023-03-27,322,3
2023-03-27,323,1
2023-03-27,325,2
2023-03-27,326,5
2023-03-27,328,7
2023-03-27,329,11
2023-03-27,330,11
2023-03-27,331,14
2023-03-27,332,15
2023-03-27,333,14
2023-03-27,334,30
2023-03-27,335,17
2023-03-27,336,19
2023-03-27,337,4
2023-03-27,338,10
2023-03-27,339,4
2023-03-27,340,1
2023-03-27,350,23
2023-03-27,351,35
2023-03-27,352,17
2023-03-27,353,44
2023-03-27,354,21
2023-03-27,355,2
2023-03-27,356,3
2023-03-27,357,1
2023-03-27,358,2
2023-03-27,359,1
2023-03-27,360,22
2023-03-27,361,33
2023-03-27,362,41
2023-03-28,1,50
2023-03-28,2,11
2023-03-28,3,23
2023-03-28,5,20
2023-03-28,8,73
2023-03-28,9,77
2023-03-28,10,41
2023-03-28,11,1
2023-03-28,12,53
2023-03-28,13,80
2023-03-28,14,16
2023-03-28,15,35
2023-03-28,16,65
2023-03-28,17,65
2023-03-28,18,90
2023-03-28,19,22
2023-03-28,20,51
2023-03-28,21,13
2023-03-28,22,37
2023-03-28,23,44
2023-03-28,24,20
2023-03-28,25,26
2023-03-28,26,9
2023-03-28,27,7
2023-03-28,28,26
2023-03-28,29,64
2023-03-28,30,38
2023-03-28,31,6
2023-03-28,32,8
2023-03-28,33,13
2023-03-28,34,4
2023-03-28,35,5
2023-03-28,36,2
2023-03-28,37,5
2023-03-28,38,8
2023-03-28,39,5
2023-03-28,40,7
2023-03-28,41,18
2023-03-28,42,17
2023-03-28,43,20
2023-03-28,44,6
2023-03-28,45,8
2023-03-28,46,9
2023-03-28,47,4
2023-03-28,48,10
2023-03-28,49,9
2023-03-28,50,10
2023-03-28,51,7
2023-03-28,52,19
2023-03-28,53,125
2023-03-28,55,62
2023-03-28,58,11
2023-03-28,59,1
2023-03-28,60,2
2023-03-28,61,3
2023-03-28,62,3
2023-03-28,63,3
2023-03-28,64,12
2023-03-28,65,6
2023-03-28,66,2
2023-03-28,67,5
2023-03-28,68,8
2023-03-28,69,1
2023-03-28,70,1
2023-03-28,72,5
2023-03-28,73,19
2023-03-28,75,27
2023-03-28,76,63
2023-03-28,77,18
2023-03-28,79,42
2023-03-28,80,23
2023-03-28,81,11
2023-03-28,82,16
2023-03-28,83,8
2023-03-28,84,67
2023-03-28,86,2
2023-03-28,88,68
2023-03-28,92,16
2023-03-28,93,2
2023-03-28,94,75
2023-03-28,95,4
2023-03-28,97,20
2023-03-28,99,25
2023-03-28,101,3
2023-03-28,102,5
2023-03-28,103,8
2023-03-28,104,6
2023-03-28,105,2
2023-03-28,106,3
2023-03-28,107,4
2023-03-28,108,1
2023-03-28,109,16
2023-03-28,110,4
2023-03-28,111,5
2023-03-28,112,3
2023-03-28,113,3
2023-03-28,114,3
2023-03-28,115,4
2023-03-28,116,1
2023-03-28,119,2
2023-03-28,121,2
2023-03-28,123,3
2023-03-28,124,8
2023-03-28,125,5
2023-03-28,128,2
2023-03-28,209,41
2023-03-28,210,11
2023-03-28,211,5
2023-03-28,212,2
2023-03-28,213,18
2023-03-28,214,27
2023-03-28,215,10
2023-03-28,216,10
2023-03-28,217,8
2023-03-28,218,45
2023-03-28,219,27
2023-03-28,220,2
2023-03-28,221,6
2023-03-28,222,5
2023-03-28,223,36
2023-03-28,224,1
2023-03-28,225,8
2023-03-28,226,8
2023-03-28,241,3
2023-03-28,242,1
2023-03-28,243,5
2023-03-28,244,2
2023-03-28,245,4
2023-03-28,246,2
2023-03-28,249,6
2023-03-28,300,5
2023-03-28,301,2
2023-03-28,302,3
2023-03-28,303,8
2023-03-28,304,12
2023-03-28,305,1
2023-03-28,307,1
2023-03-28,309,1
2023-03-28,310,2
2023-03-28,311,1
2023-03-28,313,2
2023-03-28,314,2
2023-03-28,315,10
2023-03-28,316,1
2023-03-28,317,1
2023-03-28,318,3
2023-03-28,319,3
2023-03-28,321,4
2023-03-28,322,3
2023-03-28,323,1
2023-03-28,324,2
2023-03-28,325,3
2023-03-28,326,5
2023-03-28,328,10
2023-03-28,329,9
2023-03-28,330,10
2023-03-28,331,11
2023-03-28,332,26
2023-03-28,333,11
2023-03-28,334,23
2023-03-28,335,15
2023-03-28,336,16
2023-03-28,337,4
2023-03-28,338,17
2023-03-28,339,2
2023-03-28,340,1
2023-03-28,350,22
2023-03-28,351,47
2023-03-28,352,12
2023-03-28,353,50
2023-03-28,354,24
2023-03-28,356,5
2023-03-28,358,4
2023-03-28,360,19
2023-03-28,361,37
2023-03-28,362,35
2023-03-29,1,54
2023-03-29,2,10
2023-03-29,3,27
2023-03-29,5,24
2023-03-29,8,71
2023-03-29,9,85
2023-03-29,10,43
2023-03-29,12,50
2023-03-29,13,84
2023-03-29,14,19
2023-03-29,15,38
2023-03-29,16,64
2023-03-29,17,65
2023-03-29,18,81
2023-03-29,19,19
2023-03-29,20,41
2023-03-29,21,11
2023-03-29,22,37
2023-03-29,23,44
2023-03-29,24,35
2023-03-29,25,19
2023-03-29,26,2
2023-03-29,27,12
2023-03-29,28,27
2023-03-29,29,46
2023-03-29,30,32
2023-03-29,31,2
2023-03-29,32,4
2023-03-29,33,9
2023-03-29,34,3
2023-03-29,35,6
2023-03-29,36,2
2023-03-29,37,1
2023-03-29,38,4
2023-03-29,39,4
2023-03-29,40,9
2023-03-29,41,29
2023-03-29,42,9
2023-03-29,43,13
2023-03-29,44,3
2023-03-29,45,5
2023-03-29,46,7
2023-03-29,47,5
2023-03-29,48,8
2023-03-29,49,9
2023-03-29,50,7
2023-03-29,51,9
2023-03-29,52,26
2023-03-29,53,101
2023-03-29,55,69
2023-03-29,58,6
2023-03-29,59,1
2023-03-29,60,4
2023-03-29,61,1
2023-03-29,62,7
2023-03-29,63,1
2023-03-29,64,10
2023-03-29,65,5
2023-03-29,66,6
2023-03-29,67,7
2023-03-29,68,4
2023-03-29,69,2
2023-03-29,70,5
2023-03-29,72,4
2023-03-29,73,18
2023-03-29,75,28
2023-03-29,76,65
2023-03-29,77,15
2023-03-29,79,35
2023-03-29,80,39
2023-03-29,81,13
2023-03-29,82,13
2023-03-29,83,10
2023-03-29,84,37
2023-03-29,85,19
2023-03-29,86,1
2023-03-29,88,59
2023-03-29,92,25
2023-03-29,93,1
2023-03-29,94,53
2023-03-29,95,5
2023-03-29,97,5
2023-03-29,99,32
2023-03-29,100,3
2023-03-29,101,5
2023-03-29,102,4
2023-03-29,103,6
2023-03-29,104,5
2023-03-29,106,5
2023-03-29,107,3
2023-03-29,109,14
2023-03-29,110,1
2023-03-29,111,5
2023-03-29,112,3
2023-03-29,113,2
2023-03-29,114,10
2023-03-29,115,1
2023-03-29,116,3
2023-03-29,117,1
2023-03-29,119,1
2023-03-29,121,4
2023-03-29,124,1
2023-03-29,125,2
2023-03-29,126,2
2023-03-29,128,1
2023-03-29,209,48
2023-03-29,210,14
2023-03-29,211,4
2023-03-29,212,7
2023-03-29,213,14
2023-03-29,214,21
2023-03-29,215,8
2023-03-29,216,9
2023-03-29,217,6
2023-03-29,218,29
2023-03-29,219,16
2023-03-29,220,5
2023-03-29,221,5
2023-03-29,222,12
2023-03-29,223,21
2023-03-29,224,3
2023-03-29,225,5
2023-03-29,226,5
2023-03-29,241,2
2023-03-29,243,5
2023-03-29,244,1
2023-03-29,245,1
2023-03-29,246,1
2023-03-29,247,1
2023-03-29,249,2
2023-03-29,300,7
2023-03-29,301,5
2023-03-29,302,8
2023-03-29,303,6
2023-03-29,304,13
2023-03-29,305,8
2023-03-29,306,1
2023-03-29,307,4
2023-03-29,309,5
2023-03-29,310,3
2023-03-29,311,1
2023-03-29,313,3
2023-03-29,314,5
2023-03-29,315,5
2023-03-29,316,3
2023-03-29,317,5
2023-03-29,318,3
2023-03-29,319,1
2023-03-29,320,1
2023-03-29,321,2
2023-03-29,322,3
2023-03-29,323,1
2023-03-29,324,3
2023-03-29,325,5
2023-03-29,326,4
2023-03-29,328,8
2023-03-29,329,16
2023-03-29,330,12
2023-03-29,331,14
2023-03-29,332,15
2023-03-29,333,5
2023-03-29,334,28
2023-03-29,335,14
2023-03-29,336,13
2023-03-29,337,1
2023-03-29,338,9
2023-03-29,339,1
2023-03-29,350,16
2023-03-29,351,27
2023-03-29,352,16
2023-03-29,353,34
2023-03-29,354,21
2023-03-29,355,2
2023-03-29,356,2
2023-03-29,357,3
2023-03-29,359,1
2023-03-29,360,13
2023-03-29,361,33
2023-03-29,362,38
2023-03-30,1,74
2023-03-30,2,14
2023-03-30,3,26
2023-03-30,5,17
2023-03-30,8,89
2023-03-30,9,91
2023-03-30,10,39
2023-03-30,12,51
2023-03-30,13,81
2023-03-30,14,15
2023-03-30,15,37
2023-03-30,16,56
2023-03-30,17,61
2023-03-30,18,91
2023-03-30,19,19
2023-03-30,20,40
2023-03-30,21,7
2023-03-30,22,42
2023-03-30,23,47
2023-03-30,24,33
2023-03-30,25,36
2023-03-30,26,8
2023-03-30,27,12
2023-03-30,28,26
2023-03-30,29,118
2023-03-30,30,49
2023-03-30,31,9
2023-03-30,32,8
2023-03-30,33,9
2023-03-30,34,12
2023-03-30,35,5
2023-03-30,36,4
2023-03-30,37,3
2023-03-30,38,14
2023-03-30,39,3
2023-03-30,40,9
2023-03-30,41,24
2023-03-30,42,11
2023-03-30,43,17
2023-03-30,44,6
2023-03-30,45,4
2023-03-30,46,12
2023-03-30,47,8
2023-03-30,48,8
2023-03-30,49,11
2023-03-30,50,3
2023-03-30,51,4
2023-03-30,52,25
2023-03-30,53,110
2023-03-30,55,59
2023-03-30,58,14
2023-03-30,59,1
2023-03-30,61,3
2023-03-30,62,5
2023-03-30,63,1
2023-03-30,64,9
2023-03-30,65,5
2023-03-30,66,1
2023-03-30,67,4
2023-03-30,68,8
2023-03-30,70,1
2023-03-30,72,2
2023-03-30,73,19
2023-03-30,75,36
2023-03-30,76,57
2023-03-30,77,19
2023-03-30,79,29
2023-03-30,80,23
2023-03-30,81,17
2023-03-30,82,10
2023-03-30,83,7
2023-03-30,84,39
2023-03-30,85,46
2023-03-30,86,2
2023-03-30,88,64
2023-03-30,89,2
2023-03-30,92,26
2023-03-30,94,68
2023-03-30,95,12
2023-03-30,97,31
2023-03-30,99,36
2023-03-30,100,1
2023-03-30,101,6
2023-03-30,102,3
2023-03-30,103,11
2023-03-30,104,3
2023-03-30,105,1
2023-03-30,106,3
2023-03-30,107,2
2023-03-30,108,1
2023-03-30,109,19
2023-03-30,110,2
2023-03-30,111,1
2023-03-30,112,2
2023-03-30,113,2
2023-03-30,114,10
2023-03-30,115,1
2023-03-30,119,2
2023-03-30,121,4
2023-03-30,122,5
2023-03-30,124,4
2023-03-30,125,4
2023-03-30,126,1
2023-03-30,128,1
2023-03-30,209,40
2023-03-30,210,13
2023-03-30,211,4
2023-03-30,212,6
2023-03-30,213,10
2023-03-30,214,15
2023-03-30,215,6
2023-03-30,216,16
2023-03-30,217,10
2023-03-30,218,39
2023-03-30,219,17
2023-03-30,220,4
2023-03-30,221,14
2023-03-30,222,9
2023-03-30,223,20
2023-03-30,224,2
2023-03-30,225,5
2023-03-30,226,7
2023-03-30,240,2
2023-03-30,241,2
2023-03-30,243,6
2023-03-30,246,1
2023-03-30,248,3
2023-03-30,249,1
2023-03-30,300,8
2023-03-30,301,7
2023-03-30,302,8
2023-03-30,303,7
2023-03-30,304,10
2023-03-30,305,1
2023-03-30,307,2
2023-03-30,309,3
2023-03-30,310,5
2023-03-30,311,1
2023-03-30,312,1
2023-03-30,313,2
2023-03-30,314,2
2023-03-30,315,5
2023-03-30,316,6
2023-03-30,317,5
2023-03-30,318,5
2023-03-30,319,2
2023-03-30,320,1
2023-03-30,321,4
2023-03-30,322,4
2023-03-30,324,1
2023-03-30,325,2
2023-03-30,326,6
2023-03-30,328,6
2023-03-30,329,12
2023-03-30,330,8
2023-03-30,331,11
2023-03-30,332,34
2023-03-30,333,19
2023-03-30,334,40
2023-03-30,335,22
2023-03-30,336,9
2023-03-30,337,2
2023-03-30,338,11
2023-03-30,339,2
2023-03-30,340,1
2023-03-30,350,20
2023-03-30,351,36
2023-03-30,352,17
2023-03-30,353,47
2023-03-30,354,26
2023-03-30,355,1
2023-03-30,356,1
2023-03-30,357,1
2023-03-30,359,2
2023-03-30,360,21
2023-03-30,361,17
2023-03-30,362,35
2023-03-31,1,66
2023-03-31,2,14
2023-03-31,3,27
2023-03-31,5,15
2023-03-31,8,62
2023-03-31,9,77
2023-03-31,10,48
2023-03-31,12,61
2023-03-31,13,74
2023-03-31,14,17
2023-03-31,15,29
2023-03-31,16,36
2023-03-31,17,72
2023-03-31,18,96
2023-03-31,19,26
2023-03-31,20,57
2023-03-31,21,14
2023-03-31,22,38
2023-03-31,23,47
2023-03-31,24,46
2023-03-31,25,33
2023-03-31,26,4
2023-03-31,27,12
2023-03-31,28,30
2023-03-31,29,49
2023-03-31,30,41
2023-03-31,31,6
2023-03-31,32,6
2023-03-31,33,9
2023-03-31,34,4
2023-03-31,35,4
2023-03-31,36,2
2023-03-31,37,5
2023-03-31,38,3
2023-03-31,39,4
2023-03-31,40,3
2023-03-31,41,21
2023-03-31,42,19
2023-03-31,43,19
2023-03-31,44,3
2023-03-31,45,4
2023-03-31,46,8
2023-03-31,47,7
2023-03-31,48,3
2023-03-31,49,4
2023-03-31,50,1
2023-03-31,51,8
2023-03-31,52,26
2023-03-31,53,103
2023-03-31,55,55
2023-03-31,58,13
2023-03-31,60,3
2023-03-31,61,1
2023-03-31,62,5
2023-03-31,63,2
2023-03-31,64,3
2023-03-31,65,6
2023-03-31,66,5
2023-03-31,67,4
2023-03-31,68,6
2023-03-31,69,2
2023-03-31,70,1
2023-03-31,72,4
2023-03-31,73,19
2023-03-31,75,32
2023-03-31,76,73
2023-03-31,77,20
2023-03-31,79,39
2023-03-31,80,11
2023-03-31,81,20
2023-03-31,82,15
2023-03-31,83,14
2023-03-31,84,33
2023-03-31,85,17
2023-03-31,86,3
2023-03-31,88,52
2023-03-31,89,1
2023-03-31,90,1
2023-03-31,92,29
2023-03-31,94,64
2023-03-31,95,6
2023-03-31,97,19
2023-03-31,99,28
2023-03-31,100,1
2023-03-31,101,2
2023-03-31,102,2
2023-03-31,103,4
2023-03-31,104,8
2023-03-31,105,2
2023-03-31,106,5
2023-03-31,107,3
2023-03-31,108,4
2023-03-31,109,13
2023-03-31,111,7
2023-03-31,112,2
2023-03-31,113,4
2023-03-31,114,7
2023-03-31,115,2
2023-03-31,116,1
2023-03-31,122,1
2023-03-31,124,3
2023-03-31,125,5
2023-03-31,126,3
2023-03-31,128,1
2023-03-31,209,31
2023-03-31,210,8
2023-03-31,211,7
2023-03-31,212,1
2023-03-31,213,10
2023-03-31,214,17
2023-03-31,215,9
2023-03-31,216,12
2023-03-31,217,3
2023-03-31,218,24
2023-03-31,219,9
2023-03-31,220,2
2023-03-31,221,4
