time,zone,fee
2023-03-29,37001,1436
2023-03-29,37005,937
2023-03-29,37008,339
2023-03-29,37009,156
2023-03-29,37010,67
2023-03-29,37101,105
2023-03-29,37102,14
2023-03-29,37103,4
2023-03-29,37104,75
2023-03-29,37105,67
2023-03-29,37106,72
2023-03-29,37107,28
2023-03-29,37108,33
2023-03-29,37109,41
2023-03-29,37201,33
2023-03-29,37202,63
2023-03-29,37203,50
2023-03-29,37204,339
2023-03-29,37205,2
2023-03-29,37206,1
2023-03-29,37207,1
2023-03-29,37208,6
2023-03-30,37001,1564
2023-03-30,37005,950
2023-03-30,37008,332
2023-03-30,37009,196
2023-03-30,37010,59
2023-03-30,37101,125
2023-03-30,37102,19
2023-03-30,37103,7
2023-03-30,37104,68
2023-03-30,37105,65
2023-03-30,37106,113
2023-03-30,37107,29
2023-03-30,37108,65
2023-03-30,37109,44
2023-03-30,37201,34
2023-03-30,37202,139
2023-03-30,37203,67
2023-03-30,37204,299
2023-03-30,37205,2
2023-03-30,37206,6
2023-03-30,37207,1
2023-03-30,37208,12
2023-03-31,37001,1600
2023-03-31,37005,780
2023-03-31,37008,277
2023-03-31,37009,119
2023-03-31,37010,57
2023-03-31,37101,119
2023-03-31,37102,19
2023-03-31,37103,4
2023-03-31,37104,46
2023-03-31,37105,75
2023-03-31,37106,76
2023-03-31,37107,34
2023-03-31,37108,57
2023-03-31,37109,36
2023-03-31,37201,35
2023-03-31,37202,59
2023-03-31,37203,65
2023-03-31,37204,288
2023-03-31,37205,4
2023-03-31,37206,4
2023-03-31,37207,1
2023-03-31,37208,7
2023-04-01,37001,1048
2023-04-01,37005,571
2023-04-01,37008,58
2023-04-01,37009,16
2023-04-01,37010,14
2023-04-01,37101,96
2023-04-01,37102,19
2023-04-01,37103,6
2023-04-01,37104,4
2023-04-01,37105,72
2023-04-01,37106,148
2023-04-01,37107,20
2023-04-01,37108,5
2023-04-01,37109,24
2023-04-01,37201,28
2023-04-01,37202,22
2023-04-01,37203,22
2023-04-01,37204,300
2023-04-01,37205,19
2023-04-01,37206,6
2023-04-01,37207,2
2023-04-01,37208,9
2023-04-01,37209,11
2023-04-02,37001,30
2023-04-02,37005,27
2023-04-02,37008,2
2023-04-02,37009,1
2023-04-02,37101,1
2023-04-02,37103,2
2023-04-02,37105,1
2023-04-02,37106,1
2023-04-02,37107,2
2023-04-02,37108,14
2023-04-02,37204,11
2023-04-03,37001,1494
2023-04-03,37005,882
2023-04-03,37008,279
2023-04-03,37009,154
2023-04-03,37010,31
2023-04-03,37101,111
2023-04-03,37102,16
2023-04-03,37103,4
2023-04-03,37104,53
2023-04-03,37105,67
2023-04-03,37106,110
2023-04-03,37107,38
2023-04-03,37108,66
2023-04-03,37109,45
2023-04-03,37201,33
2023-04-03,37202,80
2023-04-03,37203,59
2023-04-03,37204,336
2023-04-03,37205,2
2023-04-03,37206,1
2023-04-03,37207,1
2023-04-03,37208,7
2023-04-03,37209,2
2023-04-04,37001,1594
2023-04-04,37005,924
2023-04-04,37008,293
2023-04-04,37009,177
2023-04-04,37010,53
2023-04-04,37101,120
2023-04-04,37102,16
2023-04-04,37103,8
2023-04-04,37104,66
2023-04-04,37105,82
2023-04-04,37106,111
2023-04-04,37107,29
2023-04-04,37108,71
2023-04-04,37109,48
2023-04-04,37201,36
2023-04-04,37202,76
2023-04-04,37203,53
2023-04-04,37204,354
2023-04-04,37205,9
2023-04-04,37206,1
2023-04-04,37207,1
2023-04-04,37208,3
2023-04-04,37209,2
2023-04-05,37001,1540
2023-04-05,37005,892
2023-04-05,37008,289
2023-04-05,37009,167
2023-04-05,37010,59
2023-04-05,37101,117
2023-04-05,37102,9
2023-04-05,37103,3
2023-04-05,37104,72
2023-04-05,37105,77
2023-04-05,37106,112
2023-04-05,37107,29
2023-04-05,37108,67
2023-04-05,37109,43
2023-04-05,37201,48
2023-04-05,37202,64
2023-04-05,37203,55
2023-04-05,37204,344
2023-04-05,37205,2
2023-04-05,37206,2
2023-04-05,37207,1
2023-04-05,37208,8
2023-04-06,37001,1680
2023-04-06,37005,928
2023-04-06,37008,258
2023-04-06,37009,173
2023-04-06,37010,47
2023-04-06,37101,140
2023-04-06,37102,16
2023-04-06,37104,75
2023-04-06,37105,92
2023-04-06,37106,177
2023-04-06,37107,26
2023-04-06,37108,62
2023-04-06,37109,42
2023-04-06,37201,38
2023-04-06,37202,117
2023-04-06,37203,59
2023-04-06,37204,330
2023-04-06,37205,4
2023-04-06,37206,1
2023-04-06,37207,3
2023-04-06,37208,17
2023-04-07,37001,167
2023-04-07,37005,52
2023-04-07,37008,17
2023-04-07,37009,4
2023-04-07,37010,10
2023-04-07,37101,9
2023-04-07,37104,7
2023-04-07,37105,8
2023-04-07,37106,8
2023-04-07,37107,4
2023-04-07,37108,31
2023-04-07,37109,2
2023-04-07,37201,2
2023-04-07,37204,38
2023-04-07,37207,2
2023-04-08,37001,1211
2023-04-08,37005,579
2023-04-08,37008,33
2023-04-08,37009,15
2023-04-08,37010,29
2023-04-08,37101,110
2023-04-08,37102,28
2023-04-08,37103,7
2023-04-08,37104,49
2023-04-08,37105,65
2023-04-08,37106,235
2023-04-08,37107,16
2023-04-08,37108,58
2023-04-08,37109,24
2023-04-08,37201,56
2023-04-08,37202,20
2023-04-08,37203,42
2023-04-08,37204,226
2023-04-08,37205,16
2023-04-08,37206,4
2023-04-08,37207,5
2023-04-08,37208,16
2023-04-08,37209,12
2023-04-09,37001,8
2023-04-09,37005,5
2023-04-09,37008,1
2023-04-09,37009,1
2023-04-09,37010,1
2023-04-09,37101,1
2023-04-09,37104,1
2023-04-09,37105,1
2023-04-09,37107,1
2023-04-09,37108,8
2023-04-09,37204,1
2023-04-10,37001,113
2023-04-10,37005,48
2023-04-10,37008,6
2023-04-10,37009,5
2023-04-10,37010,6
2023-04-10,37101,5
2023-04-10,37102,3
2023-04-10,37103,1
2023-04-10,37104,6
2023-04-10,37105,5
2023-04-10,37106,9
2023-04-10,37107,4
2023-04-10,37108,27
2023-04-10,37109,2
2023-04-10,37202,2
2023-04-10,37204,24
2023-04-10,37207,1
2023-04-11,37001,1666
2023-04-11,37005,1037
2023-04-11,37008,420
2023-04-11,37009,260
2023-04-11,37010,56
2023-04-11,37101,113
2023-04-11,37102,16
2023-04-11,37103,8
2023-04-11,37104,81
2023-04-11,37105,73
2023-04-11,37106,111
2023-04-11,37107,27
2023-04-11,37108,70
2023-04-11,37109,46
2023-04-11,37201,48
2023-04-11,37202,88
2023-04-11,37203,46
2023-04-11,37204,491
2023-04-11,37205,4
2023-04-11,37206,2
2023-04-11,37207,1
2023-04-11,37208,8
2023-04-12,37001,1588
2023-04-12,37005,1061
2023-04-12,37008,444
2023-04-12,37009,232
2023-04-12,37010,58
2023-04-12,37101,106
2023-04-12,37102,19
2023-04-12,37103,4
2023-04-12,37104,65
2023-04-12,37105,67
2023-04-12,37106,71
2023-04-12,37107,28
2023-04-12,37108,50
2023-04-12,37109,47
2023-04-12,37201,43
2023-04-12,37202,70
2023-04-12,37203,44
2023-04-12,37204,411
2023-04-12,37205,3
2023-04-12,37206,2
2023-04-12,37207,3
2023-04-12,37208,8
2023-04-13,37001,1624
2023-04-13,37005,1233
2023-04-13,37008,472
2023-04-13,37009,259
2023-04-13,37010,61
2023-04-13,37101,132
2023-04-13,37102,22
2023-04-13,37103,6
2023-04-13,37104,70
2023-04-13,37105,88
2023-04-13,37106,132
2023-04-13,37107,27
2023-04-13,37108,50
2023-04-13,37109,46
2023-04-13,37201,41
2023-04-13,37202,137
2023-04-13,37203,85
2023-04-13,37204,441
2023-04-13,37205,3
2023-04-13,37206,4
2023-04-13,37207,1
2023-04-13,37208,12
2023-04-13,37209,1
2023-04-14,37001,1638
2023-04-14,37005,1020
2023-04-14,37008,315
2023-04-14,37009,173
2023-04-14,37010,54
2023-04-14,37101,124
2023-04-14,37102,23
2023-04-14,37103,9
2023-04-14,37104,60
2023-04-14,37105,91
2023-04-14,37106,87
2023-04-14,37107,30
2023-04-14,37108,70
2023-04-14,37109,35
2023-04-14,37201,45
2023-04-14,37202,68
2023-04-14,37203,60
2023-04-14,37204,413
2023-04-14,37206,3
2023-04-14,37208,5
2023-04-15,37001,1156
2023-04-15,37005,583
2023-04-15,37008,67
2023-04-15,37009,22
2023-04-15,37010,85
2023-04-15,37101,110
2023-04-15,37102,34
2023-04-15,37103,13
2023-04-15,37104,51
2023-04-15,37105,89
2023-04-15,37106,166
2023-04-15,37107,25
2023-04-15,37108,58
2023-04-15,37109,20
2023-04-15,37201,28
2023-04-15,37202,23
2023-04-15,37203,36
2023-04-15,37204,315
2023-04-15,37205,7
2023-04-15,37206,3
2023-04-15,37207,1
2023-04-15,37208,19
2023-04-15,37209,17
2023-04-16,37001,41
2023-04-16,37005,15
2023-04-16,37008,6
2023-04-16,37009,2
2023-04-16,37010,1
2023-04-16,37101,3
2023-04-16,37102,3
2023-04-16,37103,2
2023-04-16,37104,3
2023-04-16,37105,4
2023-04-16,37106,6
2023-04-16,37108,14
2023-04-16,37109,1
2023-04-16,37204,9
2023-04-17,37001,1660
2023-04-17,37005,1166
2023-04-17,37008,460
2023-04-17,37009,214
2023-04-17,37010,62
2023-04-17,37101,136
2023-04-17,37102,15
2023-04-17,37103,2
2023-04-17,37104,77
2023-04-17,37105,70
2023-04-17,37106,71
2023-04-17,37107,19
2023-04-17,37108,56
2023-04-17,37109,51
2023-04-17,37201,57
2023-04-17,37202,97
2023-04-17,37203,49
2023-04-17,37204,390
2023-04-17,37205,6
2023-04-17,37206,2
2023-04-17,37207,4
2023-04-17,37208,11
2023-04-18,37001,1591
2023-04-18,37005,1136
2023-04-18,37008,512
2023-04-18,37009,252
2023-04-18,37010,68
2023-04-18,37101,105
2023-04-18,37102,24
2023-04-18,37103,9
2023-04-18,37104,73
2023-04-18,37105,80
2023-04-18,37106,101
2023-04-18,37107,27
2023-04-18,37108,39
2023-04-18,37109,45
2023-04-18,37201,39
2023-04-18,37202,103
2023-04-18,37203,63
2023-04-18,37204,422
2023-04-18,37205,3
2023-04-18,37206,1
2023-04-18,37207,4
2023-04-18,37208,3
2023-04-19,37001,1553
2023-04-19,37005,1100
2023-04-19,37008,470
2023-04-19,37009,213
2023-04-19,37010,78
2023-04-19,37101,109
2023-04-19,37102,16
2023-04-19,37103,6
2023-04-19,37104,82
2023-04-19,37105,77
2023-04-19,37106,112
2023-04-19,37107,25
2023-04-19,37108,83
2023-04-19,37109,41
2023-04-19,37201,38
2023-04-19,37202,80
2023-04-19,37203,47
2023-04-19,37204,395
2023-04-19,37205,2
2023-04-19,37206,4
2023-04-19,37207,3
2023-04-19,37208,6
2023-04-20,37001,1587
2023-04-20,37005,1240
2023-04-20,37008,438
2023-04-20,37009,276
2023-04-20,37010,57
2023-04-20,37101,130
2023-04-20,37102,29
2023-04-20,37103,8
2023-04-20,37104,84
2023-04-20,37105,86
2023-04-20,37106,100
2023-04-20,37107,31
2023-04-20,37108,54
2023-04-20,37109,41
2023-04-20,37201,43
2023-04-20,37202,126
2023-04-20,37203,70
2023-04-20,37204,420
2023-04-20,37206,2
2023-04-20,37207,2
2023-04-20,37208,8
2023-04-21,37001,1538
2023-04-21,37005,1079
2023-04-21,37008,336
2023-04-21,37009,170
2023-04-21,37010,56
2023-04-21,37101,122
2023-04-21,37102,19
2023-04-21,37103,7
2023-04-21,37104,80
2023-04-21,37105,82
2023-04-21,37106,86
2023-04-21,37107,27
2023-04-21,37108,68
2023-04-21,37109,37
2023-04-21,37201,51
2023-04-21,37202,51
2023-04-21,37203,49
2023-04-21,37204,398
2023-04-21,37205,3
2023-04-21,37206,4
2023-04-21,37207,1
2023-04-21,37208,10
2023-04-22,37001,1095
2023-04-22,37005,530
2023-04-22,37008,98
2023-04-22,37009,20
2023-04-22,37010,28
2023-04-22,37101,107
2023-04-22,37102,20
2023-04-22,37103,6
2023-04-22,37104,63
2023-04-22,37105,75
2023-04-22,37106,169
2023-04-22,37107,32
2023-04-22,37108,45
2023-04-22,37109,26
2023-04-22,37201,31
2023-04-22,37202,18
2023-04-22,37203,34
2023-04-22,37204,273
2023-04-22,37205,6
2023-04-22,37206,9
2023-04-22,37207,1
2023-04-22,37208,11
2023-04-22,37209,8
2023-04-23,37001,27
2023-04-23,37005,23
2023-04-23,37008,4
2023-04-23,37009,1
2023-04-23,37010,4
2023-04-23,37101,1
2023-04-23,37102,1
2023-04-23,37104,2
2023-04-23,37105,2
2023-04-23,37106,1
2023-04-23,37107,1
2023-04-23,37108,16
2023-04-23,37202,1
2023-04-23,37204,3
2023-04-24,37001,1531
2023-04-24,37005,1114
2023-04-24,37008,448
2023-04-24,37009,212
2023-04-24,37010,47
2023-04-24,37101,124
2023-04-24,37102,9
2023-04-24,37103,3
2023-04-24,37104,70
2023-04-24,37105,67
2023-04-24,37106,59
2023-04-24,37107,25
2023-04-24,37108,57
2023-04-24,37109,44
2023-04-24,37201,32
2023-04-24,37202,96
2023-04-24,37203,57
2023-04-24,37204,401
2023-04-24,37206,1
2023-04-24,37207,2
2023-04-24,37208,10
2023-04-25,37001,1586
2023-04-25,37005,1123
2023-04-25,37008,513
2023-04-25,37009,264
2023-04-25,37010,68
2023-04-25,37101,122
2023-04-25,37102,14
2023-04-25,37103,3
2023-04-25,37104,74
2023-04-25,37105,63
2023-04-25,37106,100
2023-04-25,37107,27
2023-04-25,37108,40
2023-04-25,37109,43
2023-04-25,37201,40
2023-04-25,37202,92
2023-04-25,37203,64
2023-04-25,37204,452
2023-04-25,37206,1
2023-04-25,37207,1
2023-04-25,37208,4
2023-04-25,37209,1
2023-04-26,37001,1560
2023-04-26,37005,1123
2023-04-26,37008,522
2023-04-26,37009,238
2023-04-26,37010,51
2023-04-26,37101,110
2023-04-26,37102,14
2023-04-26,37103,4
2023-04-26,37104,72
2023-04-26,37105,61
2023-04-26,37106,69
2023-04-26,37107,20
2023-04-26,37108,41
2023-04-26,37109,32
2023-04-26,37201,36
2023-04-26,37202,73
2023-04-26,37203,61
2023-04-26,37204,394
2023-04-26,37205,4
2023-04-26,37206,6
2023-04-26,37207,2
2023-04-26,37208,4
2023-04-27,37001,1650
2023-04-27,37005,1255
2023-04-27,37008,430
2023-04-27,37009,246
2023-04-27,37010,49
2023-04-27,37101,131
2023-04-27,37102,25
2023-04-27,37103,4
2023-04-27,37104,87
2023-04-27,37105,61
2023-04-27,37106,125
2023-04-27,37107,27
2023-04-27,37108,70
2023-04-27,37109,33
2023-04-27,37201,55
2023-04-27,37202,146
2023-04-27,37203,79
2023-04-27,37204,383
2023-04-27,37205,1
2023-04-27,37206,1
2023-04-27,37208,12
2023-04-28,37001,1703
2023-04-28,37005,1039
2023-04-28,37008,359
2023-04-28,37009,180
2023-04-28,37010,62
2023-04-28,37101,120
2023-04-28,37102,29
2023-04-28,37103,9
2023-04-28,37104,79
2023-04-28,37105,82
2023-04-28,37106,87
2023-04-28,37107,42
2023-04-28,37108,67
2023-04-28,37109,29
2023-04-28,37201,42
2023-04-28,37202,73
2023-04-28,37203,53
2023-04-28,37204,360
2023-04-28,37205,4
2023-04-28,37206,4
2023-04-28,37208,10
2023-04-29,37001,1105
2023-04-29,37005,597
2023-04-29,37008,87
2023-04-29,37009,35
2023-04-29,37010,47
2023-04-29,37101,109
2023-04-29,37102,28
2023-04-29,37103,18
2023-04-29,37104,60
2023-04-29,37105,78
2023-04-29,37106,234
2023-04-29,37107,33
2023-04-29,37108,47
2023-04-29,37109,27
2023-04-29,37201,49
2023-04-29,37202,22
2023-04-29,37203,43
2023-04-29,37204,329
2023-04-29,37205,12
2023-04-29,37206,8
2023-04-29,37207,1
2023-04-29,37208,11
2023-04-29,37209,13
2023-04-30,37001,18
2023-04-30,37005,16
2023-04-30,37008,4
2023-04-30,37009,1
2023-04-30,37010,1
2023-04-30,37101,3
2023-04-30,37102,1
2023-04-30,37104,2
2023-04-30,37105,4
2023-04-30,37106,2
2023-04-30,37108,13
2023-04-30,37204,6
2023-04-30,37207,1
2023-05-01,37001,72
2023-05-01,37005,58
2023-05-01,37008,8
2023-05-01,37009,3
2023-05-01,37010,11
2023-05-01,37101,7
2023-05-01,37102,3
2023-05-01,37104,4
2023-05-01,37105,7
2023-05-01,37106,4
2023-05-01,37108,27
2023-05-01,37109,5
2023-05-01,37201,1
2023-05-01,37202,1
2023-05-01,37204,25
2023-05-01,37207,1
2023-05-02,37001,1681
2023-05-02,37005,1213
2023-05-02,37008,521
2023-05-02,37009,249
2023-05-02,37010,67
2023-05-02,37101,137
2023-05-02,37102,20
2023-05-02,37103,8
2023-05-02,37104,73
2023-05-02,37105,63
2023-05-02,37106,69
2023-05-02,37107,31
2023-05-02,37108,56
2023-05-02,37109,46
2023-05-02,37201,38
2023-05-02,37202,106
2023-05-02,37203,51
2023-05-02,37204,394
2023-05-02,37205,1
2023-05-02,37206,4
2023-05-02,37207,2
2023-05-02,37208,11
2023-05-03,37001,1574
2023-05-03,37005,1075
2023-05-03,37008,480
2023-05-03,37009,238
2023-05-03,37010,64
2023-05-03,37101,128
2023-05-03,37102,14
2023-05-03,37103,6
2023-05-03,37104,82
2023-05-03,37105,76
2023-05-03,37106,75
2023-05-03,37107,22
2023-05-03,37108,61
2023-05-03,37109,37
2023-05-03,37201,31
2023-05-03,37202,88
2023-05-03,37203,54
2023-05-03,37204,370
2023-05-03,37205,4
2023-05-03,37206,3
2023-05-03,37207,3
2023-05-03,37208,11
2023-05-03,37209,1
2023-05-04,37001,1668
2023-05-04,37005,1088
2023-05-04,37008,450
2023-05-04,37009,224
2023-05-04,37010,58
2023-05-04,37101,144
2023-05-04,37102,17
2023-05-04,37103,9
2023-05-04,37104,63
2023-05-04,37105,84
2023-05-04,37106,112
2023-05-04,37107,31
2023-05-04,37108,56
2023-05-04,37109,49
2023-05-04,37201,41
2023-05-04,37202,132
2023-05-04,37203,72
2023-05-04,37204,344
2023-05-04,37205,3
2023-05-04,37206,4
2023-05-04,37208,18
2023-05-05,37001,1625
2023-05-05,37005,898
2023-05-05,37008,311
2023-05-05,37009,161
2023-05-05,37010,56
2023-05-05,37101,104
2023-05-05,37102,19
2023-05-05,37103,5
2023-05-05,37104,62
2023-05-05,37105,79
2023-05-05,37106,102
2023-05-05,37107,37
2023-05-05,37108,76
2023-05-05,37109,28
2023-05-05,37201,39
2023-05-05,37202,50
2023-05-05,37203,43
2023-05-05,37204,364
2023-05-05,37205,1
2023-05-05,37206,4
2023-05-05,37208,8
2023-05-06,37001,1145
2023-05-06,37005,618
2023-05-06,37008,93
2023-05-06,37009,38
2023-05-06,37010,32
2023-05-06,37101,103
2023-05-06,37102,22
2023-05-06,37103,6
2023-05-06,37104,55
2023-05-06,37105,85
2023-05-06,37106,201
2023-05-06,37107,26
2023-05-06,37108,46
2023-05-06,37109,24
2023-05-06,37201,25
2023-05-06,37202,19
2023-05-06,37203,22
2023-05-06,37204,267
2023-05-06,37205,8
2023-05-06,37206,5
2023-05-06,37207,2
2023-05-06,37208,12
2023-05-06,37209,19
2023-05-07,37001,31
2023-05-07,37005,13
2023-05-07,37008,3
2023-05-07,37010,2
2023-05-07,37101,4
2023-05-07,37103,1
2023-05-07,37105,1
2023-05-07,37106,2
2023-05-07,37108,13
2023-05-07,37204,4
2023-05-08,37001,1578
2023-05-08,37005,1085
2023-05-08,37008,434
2023-05-08,37009,208
2023-05-08,37010,68
2023-05-08,37101,114
2023-05-08,37102,14
2023-05-08,37103,8
2023-05-08,37104,79
2023-05-08,37105,60
2023-05-08,37106,72
2023-05-08,37107,27
2023-05-08,37108,45
2023-05-08,37109,34
2023-05-08,37201,27
2023-05-08,37202,84
2023-05-08,37203,51
2023-05-08,37204,413
2023-05-08,37205,2
2023-05-08,37206,1
2023-05-08,37208,11
2023-05-09,37001,1631
2023-05-09,37005,1063
2023-05-09,37008,478
2023-05-09,37009,249
2023-05-09,37010,66
2023-05-09,37101,116
2023-05-09,37102,15
2023-05-09,37103,7
2023-05-09,37104,73
2023-05-09,37105,73
2023-05-09,37106,70
2023-05-09,37107,24
2023-05-09,37108,44
2023-05-09,37109,24
2023-05-09,37201,28
2023-05-09,37202,84
2023-05-09,37203,55
2023-05-09,37204,360
2023-05-09,37207,1
2023-05-09,37208,4
2023-05-09,37209,1
2023-05-10,37001,1584
2023-05-10,37005,1151
2023-05-10,37008,508
2023-05-10,37009,201
2023-05-10,37010,74
2023-05-10,37101,120
2023-05-10,37102,12
2023-05-10,37103,17
2023-05-10,37104,56
2023-05-10,37105,65
2023-05-10,37106,70
2023-05-10,37107,21
2023-05-10,37108,62
2023-05-10,37109,35
2023-05-10,37201,35
2023-05-10,37202,81
2023-05-10,37203,57
2023-05-10,37204,369
2023-05-10,37205,1
2023-05-10,37206,1
2023-05-10,37207,1
2023-05-10,37208,6
2023-05-11,37001,1737
2023-05-11,37005,1171
2023-05-11,37008,466
2023-05-11,37009,229
2023-05-11,37010,83
2023-05-11,37101,123
2023-05-11,37102,19
2023-05-11,37103,9
2023-05-11,37104,73
2023-05-11,37105,84
2023-05-11,37106,124
2023-05-11,37107,28
2023-05-11,37108,53
2023-05-11,37109,41
2023-05-11,37201,41
2023-05-11,37202,124
2023-05-11,37203,63
2023-05-11,37204,387
2023-05-11,37205,1
2023-05-11,37206,4
2023-05-11,37208,16
2023-05-12,37001,1727
2023-05-12,37005,953
2023-05-12,37008,307
2023-05-12,37009,141
2023-05-12,37010,55
2023-05-12,37101,112
2023-05-12,37102,22
2023-05-12,37103,3
2023-05-12,37104,74
2023-05-12,37105,85
2023-05-12,37106,100
2023-05-12,37107,17
2023-05-12,37108,72
2023-05-12,37109,45
2023-05-12,37201,46
2023-05-12,37202,70
2023-05-12,37203,42
2023-05-12,37204,383
2023-05-12,37205,2
2023-05-12,37206,1
2023-05-12,37208,10
2023-05-13,37001,1212
2023-05-13,37005,530
2023-05-13,37008,58
2023-05-13,37009,27
2023-05-13,37010,30
2023-05-13,37101,92
2023-05-13,37102,19
2023-05-13,37103,12
2023-05-13,37104,52
2023-05-13,37105,79
2023-05-13,37106,168
2023-05-13,37107,33
2023-05-13,37108,48
2023-05-13,37109,18
2023-05-13,37201,42
2023-05-13,37202,20
2023-05-13,37203,37
2023-05-13,37204,266
2023-05-13,37205,7
2023-05-13,37206,7
2023-05-13,37207,4
2023-05-13,37208,9
2023-05-13,37209,13
2023-05-14,37001,23
2023-05-14,37005,16
2023-05-14,37008,1
2023-05-14,37010,1
2023-05-14,37101,1
2023-05-14,37104,3
2023-05-14,37105,3
2023-05-14,37108,8
2023-05-14,37204,6
2023-05-15,37001,1715
2023-05-15,37005,1147
2023-05-15,37008,453
2023-05-15,37009,238
2023-05-15,37010,67
2023-05-15,37101,104
2023-05-15,37102,12
2023-05-15,37103,3
2023-05-15,37104,71
2023-05-15,37105,74
2023-05-15,37106,59
2023-05-15,37107,32
2023-05-15,37108,57
2023-05-15,37109,47
2023-05-15,37201,34
2023-05-15,37202,91
2023-05-15,37203,53
2023-05-15,37204,380
2023-05-15,37205,3
2023-05-15,37206,1
2023-05-15,37208,10
2023-05-16,37001,1688
2023-05-16,37005,1180
2023-05-16,37008,518
2023-05-16,37009,242
2023-05-16,37010,70
2023-05-16,37101,136
2023-05-16,37102,12
2023-05-16,37103,34
2023-05-16,37104,81
2023-05-16,37105,90
2023-05-16,37106,72
2023-05-16,37107,27
2023-05-16,37108,63
2023-05-16,37109,51
2023-05-16,37201,32
2023-05-16,37202,116
2023-05-16,37203,58
2023-05-16,37204,403
2023-05-16,37205,1
2023-05-16,37206,1
2023-05-16,37207,1
2023-05-16,37208,7
2023-05-17,37001,1734
2023-05-17,37005,1067
2023-05-17,37008,444
2023-05-17,37009,211
2023-05-17,37010,72
2023-05-17,37101,116
2023-05-17,37102,10
2023-05-17,37103,43
2023-05-17,37104,50
2023-05-17,37105,51
2023-05-17,37106,76
2023-05-17,37107,21
2023-05-17,37108,88
2023-05-17,37109,37
2023-05-17,37201,43
2023-05-17,37202,68
2023-05-17,37203,54
2023-05-17,37204,422
2023-05-17,37205,3
2023-05-17,37206,5
2023-05-17,37207,4
2023-05-17,37208,2
2023-05-18,37001,136
2023-05-18,37005,56
2023-05-18,37008,22
2023-05-18,37009,9
2023-05-18,37010,3
2023-05-18,37101,21
2023-05-18,37102,1
2023-05-18,37103,2
2023-05-18,37105,7
2023-05-18,37106,3
2023-05-18,37107,2
2023-05-18,37108,35
2023-05-18,37109,7
2023-05-18,37201,2
2023-05-18,37203,2
2023-05-18,37204,48
2023-05-19,37001,1526
2023-05-19,37005,666
2023-05-19,37008,166
2023-05-19,37009,86
2023-05-19,37010,33
2023-05-19,37101,112
2023-05-19,37102,18
2023-05-19,37103,47
2023-05-19,37104,35
2023-05-19,37105,97
2023-05-19,37106,125
2023-05-19,37107,22
2023-05-19,37108,59
2023-05-19,37109,44
2023-05-19,37201,35
2023-05-19,37202,28
2023-05-19,37203,22
2023-05-19,37204,403
2023-05-19,37205,2
2023-05-19,37208,11
2023-05-20,37001,1131
2023-05-20,37005,461
2023-05-20,37008,51
2023-05-20,37009,16
2023-05-20,37010,19
2023-05-20,37101,107
2023-05-20,37102,20
2023-05-20,37103,25
2023-05-20,37104,27
2023-05-20,37105,72
2023-05-20,37106,158
2023-05-20,37107,20
2023-05-20,37108,46
2023-05-20,37109,19
2023-05-20,37201,26
2023-05-20,37202,16
2023-05-20,37203,40
2023-05-20,37204,266
2023-05-20,37205,4
2023-05-20,37206,5
2023-05-20,37207,5
2023-05-20,37208,9
2023-05-20,37209,6
2023-05-21,37001,27
2023-05-21,37005,16
2023-05-21,37008,4
2023-05-21,37009,2
2023-05-21,37010,2
2023-05-21,37101,1
2023-05-21,37102,1
2023-05-21,37105,4
2023-05-21,37107,3
2023-05-21,37108,20
2023-05-21,37109,1
2023-05-21,37204,2
2023-05-22,37001,1518
2023-05-22,37005,965
2023-05-22,37008,419
2023-05-22,37009,190
2023-05-22,37010,58
2023-05-22,37101,107
2023-05-22,37102,12
2023-05-22,37103,22
2023-05-22,37104,74
2023-05-22,37105,59
2023-05-22,37106,54
2023-05-22,37107,19
2023-05-22,37108,42
2023-05-22,37109,41
2023-05-22,37201,33
2023-05-22,37202,102
2023-05-22,37203,43
2023-05-22,37204,365
2023-05-22,37205,1
2023-05-22,37208,5
2023-05-23,37001,1567
2023-05-23,37005,1055
2023-05-23,37008,471
2023-05-23,37009,265
2023-05-23,37010,61
2023-05-23,37101,126
2023-05-23,37102,21
2023-05-23,37103,28
2023-05-23,37104,63
2023-05-23,37105,71
2023-05-23,37106,75
2023-05-23,37107,24
2023-05-23,37108,70
2023-05-23,37109,53
2023-05-23,37201,30
2023-05-23,37202,76
2023-05-23,37203,40
2023-05-23,37204,397
2023-05-23,37205,4
2023-05-23,37206,1
2023-05-23,37207,1
2023-05-23,37208,6
2023-05-23,37209,1
2023-05-24,37001,1519
2023-05-24,37005,965
2023-05-24,37008,443
2023-05-24,37009,205
2023-05-24,37010,62
2023-05-24,37101,119
2023-05-24,37102,15
2023-05-24,37103,51
2023-05-24,37104,73
2023-05-24,37105,69
2023-05-24,37106,61
2023-05-24,37107,23
2023-05-24,37108,48
2023-05-24,37109,34
2023-05-24,37201,35
2023-05-24,37202,64
2023-05-24,37203,37
2023-05-24,37204,412
2023-05-24,37205,3
2023-05-24,37206,2
2023-05-24,37208,10
2023-05-24,37209,1
2023-05-25,37001,1641
2023-05-25,37005,1019
2023-05-25,37008,453
2023-05-25,37009,241
2023-05-25,37010,65
2023-05-25,37101,144
2023-05-25,37102,14
2023-05-25,37103,35
2023-05-25,37104,75
2023-05-25,37105,88
2023-05-25,37106,84
2023-05-25,37107,20
2023-05-25,37108,46
2023-05-25,37109,42
2023-05-25,37201,31
2023-05-25,37202,114
2023-05-25,37203,65
