time,zone,fee
2023-04-05,37001,1078
2023-04-05,37005,634
2023-04-05,37008,190
2023-04-05,37009,119
2023-04-05,37010,47
2023-04-05,37101,55
2023-04-05,37102,2
2023-04-05,37104,63
2023-04-05,37105,37
2023-04-05,37106,74
2023-04-05,37107,18
2023-04-05,37108,25
2023-04-05,37109,39
2023-04-05,37201,40
2023-04-05,37202,57
2023-04-05,37203,34
2023-04-05,37204,192
2023-04-05,37205,2
2023-04-05,37206,1
2023-04-05,37208,8
2023-04-06,37001,1240
2023-04-06,37005,651
2023-04-06,37008,189
2023-04-06,37009,125
2023-04-06,37010,36
2023-04-06,37101,73
2023-04-06,37102,14
2023-04-06,37104,59
2023-04-06,37105,41
2023-04-06,37106,126
2023-04-06,37107,23
2023-04-06,37108,30
2023-04-06,37109,29
2023-04-06,37201,35
2023-04-06,37202,97
2023-04-06,37203,41
2023-04-06,37204,197
2023-04-06,37205,2
2023-04-06,37206,1
2023-04-06,37207,1
2023-04-06,37208,17
2023-04-07,37001,124
2023-04-07,37005,36
2023-04-07,37008,6
2023-04-07,37009,3
2023-04-07,37010,6
2023-04-07,37101,3
2023-04-07,37104,7
2023-04-07,37105,3
2023-04-07,37106,7
2023-04-07,37107,4
2023-04-07,37108,20
2023-04-07,37109,1
2023-04-07,37201,2
2023-04-07,37204,27
2023-04-08,37001,869
2023-04-08,37005,435
2023-04-08,37008,25
2023-04-08,37009,12
2023-04-08,37010,24
2023-04-08,37101,58
2023-04-08,37102,20
2023-04-08,37104,43
2023-04-08,37105,40
2023-04-08,37106,161
2023-04-08,37107,12
2023-04-08,37108,24
2023-04-08,37109,20
2023-04-08,37201,37
2023-04-08,37202,16
2023-04-08,37203,34
2023-04-08,37204,152
2023-04-08,37205,13
2023-04-08,37206,3
2023-04-08,37207,3
2023-04-08,37208,12
2023-04-08,37209,10
2023-04-09,37001,5
2023-04-09,37005,2
2023-04-09,37008,1
2023-04-09,37010,1
2023-04-09,37104,1
2023-04-09,37105,1
2023-04-09,37107,1
2023-04-09,37108,2
2023-04-10,37001,76
2023-04-10,37005,30
2023-04-10,37008,1
2023-04-10,37009,4
2023-04-10,37010,2
2023-04-10,37101,3
2023-04-10,37102,1
2023-04-10,37104,6
2023-04-10,37105,4
2023-04-10,37106,6
2023-04-10,37107,1
2023-04-10,37108,13
2023-04-10,37109,2
2023-04-10,37202,2
2023-04-10,37204,16
2023-04-11,37001,1189
2023-04-11,37005,733
2023-04-11,37008,298
2023-04-11,37009,180
2023-04-11,37010,43
2023-04-11,37101,66
2023-04-11,37102,10
2023-04-11,37104,71
2023-04-11,37105,40
2023-04-11,37106,81
2023-04-11,37107,23
2023-04-11,37108,28
2023-04-11,37109,36
2023-04-11,37201,38
2023-04-11,37202,76
2023-04-11,37203,32
2023-04-11,37204,245
2023-04-11,37205,4
2023-04-11,37206,2
2023-04-11,37208,8
2023-04-12,37001,1115
2023-04-12,37005,730
2023-04-12,37008,323
2023-04-12,37009,161
2023-04-12,37010,44
2023-04-12,37101,57
2023-04-12,37102,11
2023-04-12,37104,63
2023-04-12,37105,32
2023-04-12,37106,49
2023-04-12,37107,20
2023-04-12,37108,17
2023-04-12,37109,37
2023-04-12,37201,37
2023-04-12,37202,63
2023-04-12,37203,27
2023-04-12,37204,191
2023-04-12,37205,3
2023-04-12,37206,1
2023-04-12,37207,1
2023-04-12,37208,7
2023-04-13,37001,1165
2023-04-13,37005,896
2023-04-13,37008,341
2023-04-13,37009,179
2023-04-13,37010,46
2023-04-13,37101,70
2023-04-13,37102,13
2023-04-13,37104,64
2023-04-13,37105,48
2023-04-13,37106,92
2023-04-13,37107,22
2023-04-13,37108,18
2023-04-13,37109,34
2023-04-13,37201,27
2023-04-13,37202,114
2023-04-13,37203,60
2023-04-13,37204,222
2023-04-13,37205,1
2023-04-13,37206,2
2023-04-13,37208,6
2023-04-14,37001,1160
2023-04-14,37005,707
2023-04-14,37008,233
2023-04-14,37009,125
2023-04-14,37010,43
2023-04-14,37101,63
2023-04-14,37102,13
2023-04-14,37104,51
2023-04-14,37105,45
2023-04-14,37106,60
2023-04-14,37107,24
2023-04-14,37108,38
2023-04-14,37109,30
2023-04-14,37201,34
2023-04-14,37202,55
2023-04-14,37203,37
2023-04-14,37204,222
2023-04-14,37206,1
2023-04-14,37208,2
2023-04-15,37001,747
2023-04-15,37005,417
2023-04-15,37008,43
2023-04-15,37009,14
2023-04-15,37010,64
2023-04-15,37101,52
2023-04-15,37102,27
2023-04-15,37104,46
2023-04-15,37105,45
2023-04-15,37106,107
2023-04-15,37107,23
2023-04-15,37108,17
2023-04-15,37109,14
2023-04-15,37201,21
2023-04-15,37202,21
2023-04-15,37203,26
2023-04-15,37204,181
2023-04-15,37205,4
2023-04-15,37206,3
2023-04-15,37207,1
2023-04-15,37208,8
2023-04-15,37209,13
2023-04-16,37001,17
2023-04-16,37005,7
2023-04-16,37008,4
2023-04-16,37010,1
2023-04-16,37101,1
2023-04-16,37104,2
2023-04-16,37105,1
2023-04-16,37108,2
2023-04-16,37204,1
2023-04-17,37001,1196
2023-04-17,37005,816
2023-04-17,37008,321
2023-04-17,37009,147
2023-04-17,37010,49
2023-04-17,37101,60
2023-04-17,37102,4
2023-04-17,37104,70
2023-04-17,37105,39
2023-04-17,37106,49
2023-04-17,37107,15
2023-04-17,37108,24
2023-04-17,37109,43
2023-04-17,37201,45
2023-04-17,37202,79
2023-04-17,37203,27
2023-04-17,37204,202
2023-04-17,37205,4
2023-04-17,37208,9
2023-04-18,37001,1138
2023-04-18,37005,819
2023-04-18,37008,371
2023-04-18,37009,162
2023-04-18,37010,49
2023-04-18,37101,55
2023-04-18,37102,13
2023-04-18,37104,56
2023-04-18,37105,41
2023-04-18,37106,79
2023-04-18,37107,20
2023-04-18,37108,12
2023-04-18,37109,39
2023-04-18,37201,32
2023-04-18,37202,89
2023-04-18,37203,41
2023-04-18,37204,178
2023-04-18,37205,3
2023-04-18,37207,2
2023-04-18,37208,3
2023-04-19,37001,1143
2023-04-19,37005,757
2023-04-19,37008,330
2023-04-19,37009,140
2023-04-19,37010,64
2023-04-19,37101,60
2023-04-19,37102,11
2023-04-19,37104,71
2023-04-19,37105,44
2023-04-19,37106,76
2023-04-19,37107,18
2023-04-19,37108,34
2023-04-19,37109,31
2023-04-19,37201,31
2023-04-19,37202,64
2023-04-19,37203,38
2023-04-19,37204,180
2023-04-19,37205,1
2023-04-19,37206,4
2023-04-19,37207,1
2023-04-19,37208,5
2023-04-20,37001,1127
2023-04-20,37005,853
2023-04-20,37008,300
2023-04-20,37009,195
2023-04-20,37010,48
2023-04-20,37101,76
2023-04-20,37102,16
2023-04-20,37104,68
2023-04-20,37105,44
2023-04-20,37106,71
2023-04-20,37107,21
2023-04-20,37108,22
2023-04-20,37109,30
2023-04-20,37201,33
2023-04-20,37202,108
2023-04-20,37203,51
2023-04-20,37204,189
2023-04-20,37206,1
2023-04-20,37207,1
2023-04-20,37208,4
2023-04-21,37001,1080
2023-04-21,37005,766
2023-04-21,37008,215
2023-04-21,37009,116
2023-04-21,37010,41
2023-04-21,37101,52
2023-04-21,37102,9
2023-04-21,37104,67
2023-04-21,37105,49
2023-04-21,37106,57
2023-04-21,37107,24
2023-04-21,37108,26
2023-04-21,37109,29
2023-04-21,37201,35
2023-04-21,37202,39
2023-04-21,37203,29
2023-04-21,37204,223
2023-04-21,37205,2
2023-04-21,37206,1
2023-04-21,37207,1
2023-04-21,37208,8
2023-04-22,37001,739
2023-04-22,37005,374
2023-04-22,37008,78
2023-04-22,37009,16
2023-04-22,37010,24
2023-04-22,37101,56
2023-04-22,37102,10
2023-04-22,37104,55
2023-04-22,37105,46
2023-04-22,37106,117
2023-04-22,37107,23
2023-04-22,37108,16
2023-04-22,37109,22
2023-04-22,37201,24
2023-04-22,37202,17
2023-04-22,37203,27
2023-04-22,37204,180
2023-04-22,37205,5
2023-04-22,37206,7
2023-04-22,37207,1
2023-04-22,37208,8
2023-04-22,37209,8
2023-04-23,37001,19
2023-04-23,37005,14
2023-04-23,37008,3
2023-04-23,37009,1
2023-04-23,37010,1
2023-04-23,37104,1
2023-04-23,37105,1
2023-04-23,37108,4
2023-04-23,37202,1
2023-04-24,37001,1057
2023-04-24,37005,771
2023-04-24,37008,316
2023-04-24,37009,151
2023-04-24,37010,39
2023-04-24,37101,64
2023-04-24,37102,6
2023-04-24,37104,66
2023-04-24,37105,40
2023-04-24,37106,46
2023-04-24,37107,18
2023-04-24,37108,27
2023-04-24,37109,38
2023-04-24,37201,25
2023-04-24,37202,84
2023-04-24,37203,40
2023-04-24,37204,198
2023-04-24,37208,10
2023-04-25,37001,1140
2023-04-25,37005,776
2023-04-25,37008,342
2023-04-25,37009,178
2023-04-25,37010,57
2023-04-25,37101,68
2023-04-25,37102,11
2023-04-25,37104,63
2023-04-25,37105,30
2023-04-25,37106,76
2023-04-25,37107,18
2023-04-25,37108,16
2023-04-25,37109,35
2023-04-25,37201,33
2023-04-25,37202,78
2023-04-25,37203,41
2023-04-25,37204,214
2023-04-25,37206,1
2023-04-25,37208,3
2023-04-26,37001,1120
2023-04-26,37005,787
2023-04-26,37008,356
2023-04-26,37009,150
2023-04-26,37010,36
2023-04-26,37101,51
2023-04-26,37102,6
2023-04-26,37104,63
2023-04-26,37105,34
2023-04-26,37106,46
2023-04-26,37107,11
2023-04-26,37108,13
2023-04-26,37109,20
2023-04-26,37201,30
2023-04-26,37202,61
2023-04-26,37203,34
2023-04-26,37204,195
2023-04-26,37205,4
2023-04-26,37206,3
2023-04-26,37207,1
2023-04-26,37208,2
2023-04-27,37001,1194
2023-04-27,37005,910
2023-04-27,37008,289
2023-04-27,37009,173
2023-04-27,37010,34
2023-04-27,37101,66
2023-04-27,37102,17
2023-04-27,37104,74
2023-04-27,37105,36
2023-04-27,37106,99
2023-04-27,37107,20
2023-04-27,37108,34
2023-04-27,37109,22
2023-04-27,37201,48
2023-04-27,37202,132
2023-04-27,37203,43
2023-04-27,37204,194
2023-04-27,37205,1
2023-04-27,37206,1
2023-04-27,37208,9
2023-04-28,37001,1184
2023-04-28,37005,748
2023-04-28,37008,239
2023-04-28,37009,122
2023-04-28,37010,43
2023-04-28,37101,55
2023-04-28,37102,21
2023-04-28,37104,65
2023-04-28,37105,43
2023-04-28,37106,64
2023-04-28,37107,34
2023-04-28,37108,30
2023-04-28,37109,22
2023-04-28,37201,35
2023-04-28,37202,65
2023-04-28,37203,29
2023-04-28,37204,206
2023-04-28,37205,4
2023-04-28,37206,4
2023-04-28,37208,6
2023-04-29,37001,726
2023-04-29,37005,430
2023-04-29,37008,57
2023-04-29,37009,24
2023-04-29,37010,34
2023-04-29,37101,48
2023-04-29,37102,20
2023-04-29,37104,47
2023-04-29,37105,48
2023-04-29,37106,149
2023-04-29,37107,31
2023-04-29,37108,16
2023-04-29,37109,15
2023-04-29,37201,38
2023-04-29,37202,19
2023-04-29,37203,33
2023-04-29,37204,216
2023-04-29,37205,10
2023-04-29,37206,7
2023-04-29,37208,10
2023-04-29,37209,13
2023-04-30,37001,7
2023-04-30,37005,8
2023-04-30,37008,4
2023-04-30,37010,1
2023-04-30,37106,1
2023-04-30,37108,4
2023-04-30,37204,3
2023-05-01,37001,43
2023-05-01,37005,39
2023-05-01,37008,2
2023-05-01,37009,1
2023-05-01,37010,6
2023-05-01,37101,3
2023-05-01,37104,4
2023-05-01,37105,5
2023-05-01,37106,3
2023-05-01,37108,12
2023-05-01,37109,4
2023-05-01,37201,1
2023-05-01,37202,1
2023-05-01,37204,11
2023-05-02,37001,1200
2023-05-02,37005,871
2023-05-02,37008,354
2023-05-02,37009,181
2023-05-02,37010,47
2023-05-02,37101,71
2023-05-02,37102,11
2023-05-02,37104,64
2023-05-02,37105,36
2023-05-02,37106,48
2023-05-02,37107,20
2023-05-02,37108,19
2023-05-02,37109,38
2023-05-02,37201,25
2023-05-02,37202,93
2023-05-02,37203,32
2023-05-02,37204,181
2023-05-02,37205,1
2023-05-02,37206,1
2023-05-02,37207,1
2023-05-02,37208,9
2023-05-03,37001,1146
2023-05-03,37005,782
2023-05-03,37008,322
2023-05-03,37009,162
2023-05-03,37010,43
2023-05-03,37101,67
2023-05-03,37102,11
2023-05-03,37104,71
2023-05-03,37105,41
2023-05-03,37106,52
2023-05-03,37107,17
2023-05-03,37108,29
2023-05-03,37109,29
2023-05-03,37201,21
2023-05-03,37202,77
2023-05-03,37203,32
2023-05-03,37204,152
2023-05-03,37205,2
2023-05-03,37207,1
2023-05-03,37208,6
2023-05-04,37001,1188
2023-05-04,37005,814
2023-05-04,37008,304
2023-05-04,37009,165
2023-05-04,37010,45
2023-05-04,37101,78
2023-05-04,37102,14
2023-05-04,37104,57
2023-05-04,37105,50
2023-05-04,37106,82
2023-05-04,37107,20
2023-05-04,37108,23
2023-05-04,37109,45
2023-05-04,37201,32
2023-05-04,37202,106
2023-05-04,37203,48
2023-05-04,37204,163
2023-05-04,37205,3
2023-05-04,37206,2
2023-05-04,37208,15
2023-05-05,37001,1121
2023-05-05,37005,611
2023-05-05,37008,200
2023-05-05,37009,122
2023-05-05,37010,43
2023-05-05,37101,46
2023-05-05,37102,13
2023-05-05,37104,51
2023-05-05,37105,49
2023-05-05,37106,74
2023-05-05,37107,31
2023-05-05,37108,18
2023-05-05,37109,20
2023-05-05,37201,32
2023-05-05,37202,43
2023-05-05,37203,33
2023-05-05,37204,191
2023-05-05,37205,1
2023-05-05,37206,3
2023-05-05,37208,6
2023-05-06,37001,761
2023-05-06,37005,422
2023-05-06,37008,59
2023-05-06,37009,30
2023-05-06,37010,24
2023-05-06,37101,43
2023-05-06,37102,18
2023-05-06,37104,47
2023-05-06,37105,49
2023-05-06,37106,149
2023-05-06,37107,23
2023-05-06,37108,18
2023-05-06,37109,17
2023-05-06,37201,20
2023-05-06,37202,15
2023-05-06,37203,17
2023-05-06,37204,161
2023-05-06,37205,4
2023-05-06,37206,3
2023-05-06,37207,1
2023-05-06,37208,10
2023-05-06,37209,19
2023-05-07,37001,20
2023-05-07,37005,5
2023-05-07,37008,3
2023-05-07,37010,2
2023-05-07,37101,2
2023-05-07,37106,2
2023-05-07,37108,6
2023-05-07,37204,3
2023-05-08,37001,1140
2023-05-08,37005,731
2023-05-08,37008,315
2023-05-08,37009,156
2023-05-08,37010,47
2023-05-08,37101,53
2023-05-08,37102,7
2023-05-08,37104,71
2023-05-08,37105,34
2023-05-08,37106,52
2023-05-08,37107,21
2023-05-08,37108,22
2023-05-08,37109,26
2023-05-08,37201,18
2023-05-08,37202,79
2023-05-08,37203,34
2023-05-08,37204,192
2023-05-08,37208,10
2023-05-09,37001,1186
2023-05-09,37005,750
2023-05-09,37008,344
2023-05-09,37009,167
2023-05-09,37010,54
2023-05-09,37101,61
2023-05-09,37102,11
2023-05-09,37104,66
2023-05-09,37105,32
2023-05-09,37106,47
2023-05-09,37107,19
2023-05-09,37108,14
2023-05-09,37109,17
2023-05-09,37201,27
2023-05-09,37202,70
2023-05-09,37203,38
2023-05-09,37204,174
2023-05-09,37208,4
2023-05-10,37001,1118
2023-05-10,37005,798
2023-05-10,37008,347
2023-05-10,37009,124
2023-05-10,37010,54
2023-05-10,37101,47
2023-05-10,37102,8
2023-05-10,37104,51
2023-05-10,37105,36
2023-05-10,37106,54
2023-05-10,37107,15
2023-05-10,37108,20
2023-05-10,37109,24
2023-05-10,37201,30
2023-05-10,37202,67
2023-05-10,37203,32
2023-05-10,37204,173
2023-05-10,37205,1
2023-05-10,37207,1
2023-05-10,37208,3
2023-05-11,37001,1201
2023-05-11,37005,852
2023-05-11,37008,312
2023-05-11,37009,160
2023-05-11,37010,65
2023-05-11,37101,59
2023-05-11,37102,13
2023-05-11,37104,63
2023-05-11,37105,43
2023-05-11,37106,93
2023-05-11,37107,21
2023-05-11,37108,19
2023-05-11,37109,29
2023-05-11,37201,35
2023-05-11,37202,106
2023-05-11,37203,47
2023-05-11,37204,174
2023-05-11,37206,3
2023-05-11,37208,13
2023-05-12,37001,1183
2023-05-12,37005,625
2023-05-12,37008,195
2023-05-12,37009,102
2023-05-12,37010,35
2023-05-12,37101,50
2023-05-12,37102,14
2023-05-12,37104,66
2023-05-12,37105,29
2023-05-12,37106,60
2023-05-12,37107,10
2023-05-12,37108,31
2023-05-12,37109,38
2023-05-12,37201,40
2023-05-12,37202,54
2023-05-12,37203,27
2023-05-12,37204,201
2023-05-12,37205,2
2023-05-12,37208,7
2023-05-13,37001,806
2023-05-13,37005,362
2023-05-13,37008,37
2023-05-13,37009,20
2023-05-13,37010,23
2023-05-13,37101,38
2023-05-13,37102,15
2023-05-13,37104,43
2023-05-13,37105,42
2023-05-13,37106,114
2023-05-13,37107,25
2023-05-13,37108,24
2023-05-13,37109,14
2023-05-13,37201,33
2023-05-13,37202,19
2023-05-13,37203,31
2023-05-13,37204,177
2023-05-13,37205,7
2023-05-13,37206,5
2023-05-13,37208,7
2023-05-13,37209,13
2023-05-14,37001,13
2023-05-14,37005,8
2023-05-14,37008,1
2023-05-14,37010,1
2023-05-14,37104,3
2023-05-14,37105,2
2023-05-14,37108,4
2023-05-14,37204,1
2023-05-15,37001,1213
2023-05-15,37005,789
2023-05-15,37008,295
2023-05-15,37009,157
2023-05-15,37010,54
2023-05-15,37101,55
2023-05-15,37102,10
2023-05-15,37104,62
2023-05-15,37105,39
2023-05-15,37106,41
2023-05-15,37107,25
2023-05-15,37108,25
2023-05-15,37109,41
2023-05-15,37201,29
2023-05-15,37202,71
2023-05-15,37203,33
2023-05-15,37204,183
2023-05-15,37205,1
2023-05-15,37208,10
2023-05-16,37001,1190
2023-05-16,37005,841
2023-05-16,37008,357
2023-05-16,37009,168
2023-05-16,37010,57
2023-05-16,37101,48
2023-05-16,37102,10
2023-05-16,37104,67
2023-05-16,37105,43
2023-05-16,37106,52
2023-05-16,37107,21
2023-05-16,37108,15
2023-05-16,37109,42
2023-05-16,37201,25
2023-05-16,37202,101
2023-05-16,37203,35
2023-05-16,37204,206
2023-05-16,37205,1
2023-05-16,37207,1
2023-05-16,37208,4
2023-05-17,37001,1250
2023-05-17,37005,793
2023-05-17,37008,294
2023-05-17,37009,144
2023-05-17,37010,51
2023-05-17,37101,59
2023-05-17,37102,5
2023-05-17,37104,46
2023-05-17,37105,29
2023-05-17,37106,58
2023-05-17,37107,14
2023-05-17,37108,25
2023-05-17,37109,29
2023-05-17,37201,37
2023-05-17,37202,57
2023-05-17,37203,33
2023-05-17,37204,218
2023-05-17,37205,2
2023-05-17,37206,2
2023-05-17,37208,1
2023-05-18,37001,108
2023-05-18,37005,34
2023-05-18,37008,12
2023-05-18,37009,6
2023-05-18,37010,3
2023-05-18,37101,8
2023-05-18,37102,1
2023-05-18,37105,2
2023-05-18,37106,3
2023-05-18,37107,1
2023-05-18,37108,15
2023-05-18,37109,5
2023-05-18,37201,2
2023-05-18,37203,2
2023-05-18,37204,23
2023-05-19,37001,1071
2023-05-19,37005,469
2023-05-19,37008,110
2023-05-19,37009,61
2023-05-19,37010,30
2023-05-19,37101,50
2023-05-19,37102,11
2023-05-19,37104,33
2023-05-19,37105,60
2023-05-19,37106,87
2023-05-19,37107,11
2023-05-19,37108,29
2023-05-19,37109,40
2023-05-19,37201,25
2023-05-19,37202,26
2023-05-19,37203,18
2023-05-19,37204,250
2023-05-19,37208,8
2023-05-20,37001,799
2023-05-20,37005,344
2023-05-20,37008,37
2023-05-20,37009,13
2023-05-20,37010,14
2023-05-20,37101,59
2023-05-20,37102,15
2023-05-20,37104,26
2023-05-20,37105,41
2023-05-20,37106,105
2023-05-20,37107,12
2023-05-20,37108,16
2023-05-20,37109,16
2023-05-20,37201,16
2023-05-20,37202,14
2023-05-20,37203,36
2023-05-20,37204,160
2023-05-20,37205,3
2023-05-20,37206,3
2023-05-20,37207,4
2023-05-20,37208,6
2023-05-20,37209,5
2023-05-21,37001,15
2023-05-21,37005,4
2023-05-21,37008,3
2023-05-21,37009,1
2023-05-21,37010,2
2023-05-21,37102,1
2023-05-21,37107,1
2023-05-21,37108,4
2023-05-21,37204,1
2023-05-22,37001,1063
2023-05-22,37005,664
2023-05-22,37008,304
2023-05-22,37009,142
2023-05-22,37010,46
2023-05-22,37101,51
2023-05-22,37102,7
2023-05-22,37104,64
2023-05-22,37105,33
2023-05-22,37106,34
2023-05-22,37107,17
2023-05-22,37108,14
2023-05-22,37109,26
2023-05-22,37201,26
2023-05-22,37202,87
2023-05-22,37203,36
2023-05-22,37204,162
2023-05-22,37208,2
2023-05-23,37001,1116
2023-05-23,37005,736
2023-05-23,37008,316
2023-05-23,37009,174
2023-05-23,37010,50
2023-05-23,37101,57
2023-05-23,37102,16
2023-05-23,37104,55
2023-05-23,37105,32
2023-05-23,37106,57
2023-05-23,37107,21
2023-05-23,37108,23
2023-05-23,37109,34
2023-05-23,37201,24
2023-05-23,37202,63
2023-05-23,37203,26
2023-05-23,37204,187
2023-05-23,37205,2
2023-05-23,37206,1
2023-05-23,37207,1
2023-05-23,37208,5
2023-05-24,37001,1043
2023-05-24,37005,677
2023-05-24,37008,306
2023-05-24,37009,127
2023-05-24,37010,49
2023-05-24,37101,57
2023-05-24,37102,13
2023-05-24,37104,64
2023-05-24,37105,40
2023-05-24,37106,44
2023-05-24,37107,17
2023-05-24,37108,23
2023-05-24,37109,25
2023-05-24,37201,26
2023-05-24,37202,57
2023-05-24,37203,26
2023-05-24,37204,200
2023-05-24,37205,3
2023-05-24,37206,1
2023-05-24,37208,10
2023-05-25,37001,1159
2023-05-25,37005,726
2023-05-25,37008,304
2023-05-25,37009,166
2023-05-25,37010,51
2023-05-25,37101,76
2023-05-25,37102,9
2023-05-25,37104,61
2023-05-25,37105,39
2023-05-25,37106,63
2023-05-25,37107,15
2023-05-25,37108,15
2023-05-25,37109,26
2023-05-25,37201,24
2023-05-25,37202,95
2023-05-25,37203,48
2023-05-25,37204,210
2023-05-25,37206,2
2023-05-25,37207,1
2023-05-25,37208,21
2023-05-26,37001,1055
2023-05-26,37005,582
2023-05-26,37008,198
2023-05-26,37009,108
2023-05-26,37010,33
2023-05-26,37101,51
2023-05-26,37102,15
2023-05-26,37104,57
2023-05-26,37105,35
2023-05-26,37106,48
2023-05-26,37107,23
2023-05-26,37108,44
2023-05-26,37109,29
2023-05-26,37201,31
2023-05-26,37202,59
2023-05-26,37203,30
2023-05-26,37204,171
2023-05-26,37205,1
2023-05-26,37206,1
2023-05-26,37208,7
2023-05-27,37001,778
2023-05-27,37005,347
2023-05-27,37008,44
2023-05-27,37009,14
2023-05-27,37010,21
2023-05-27,37101,51
2023-05-27,37102,12
2023-05-27,37104,46
2023-05-27,37105,39
2023-05-27,37106,120
2023-05-27,37107,21
2023-05-27,37108,32
2023-05-27,37109,20
2023-05-27,37201,20
2023-05-27,37202,17
2023-05-27,37203,24
2023-05-27,37204,161
2023-05-27,37205,7
2023-05-27,37206,2
2023-05-27,37209,13
2023-05-28,37001,18
2023-05-28,37005,4
2023-05-28,37008,1
2023-05-28,37010,3
2023-05-28,37102,1
2023-05-28,37105,1
2023-05-28,37108,2
2023-05-28,37204,1
2023-05-29,37001,67
2023-05-29,37005,31
2023-05-29,37008,8
2023-05-29,37010,4
2023-05-29,37101,2
2023-05-29,37102,1
2023-05-29,37104,4
2023-05-29,37105,6
2023-05-29,37106,2
2023-05-29,37107,1
2023-05-29,37108,15
2023-05-29,37109,2
2023-05-29,37201,1
2023-05-29,37202,3
2023-05-29,37204,13
2023-05-30,37001,1157
2023-05-30,37005,643
2023-05-30,37008,318
2023-05-30,37009,162
2023-05-30,37010,45
2023-05-30,37101,46
2023-05-30,37102,11
2023-05-30,37104,71
2023-05-30,37105,42
2023-05-30,37106,27
2023-05-30,37107,13
2023-05-30,37108,28
2023-05-30,37109,47
2023-05-30,37201,24
2023-05-30,37202,77
2023-05-30,37203,42
2023-05-30,37204,195
2023-05-30,37205,3
2023-05-30,37207,1
2023-05-31,37001,1124
2023-05-31,37005,683
2023-05-31,37008,312
2023-05-31,37009,136
2023-05-31,37010,50
2023-05-31,37101,48
2023-05-31,37102,12
2023-05-31,37104,62
2023-05-31,37105,47
2023-05-31,37106,15
2023-05-31,37107,8
2023-05-31,37108,24
2023-05-31,37109,25
2023-05-31,37201,20
2023-05-31,37202,59
2023-05-31,37203,34
2023-05-31,37204,177
2023-05-31,37205,2
2023-05-31,37206,5
2023-06-01,37001,1142
2023-06-01,37005,784
2023-06-01,37008,279
2023-06-01,37009,147
2023-06-01,37010,49
2023-06-01,37101,50
2023-06-01,37102,11
2023-06-01,37104,74
2023-06-01,37105,35
2023-06-01,37106,19
2023-06-01,37107,25
2023-06-01,37108,21
2023-06-01,37109,39
2023-06-01,37201,22
2023-06-01,37202,90
2023-06-01,37203,40
2023-06-01,37204,179
2023-06-01,37205,1
2023-06-01,37206,1
2023-06-02,37001,1148
2023-06-02,37005,653
2023-06-02,37008,199
2023-06-02,37009,97
2023-06-02,37010,53
2023-06-02,37101,35
2023-06-02,37102,10
2023-06-02,37104,69
2023-06-02,37105,41
2023-06-02,37106,26
2023-06-02,37107,20
2023-06-02,37108,24
2023-06-02,37109,32
2023-06-02,37201,30
2023-06-02,37202,58
2023-06-02,37203,25
2023-06-02,37204,182
2023-06-02,37205,1
2023-06-03,37001,761
2023-06-03,37005,382
2023-06-03,37008,51
2023-06-03,37009,16
2023-06-03,37010,25
2023-06-03,37101,48
2023-06-03,37102,22
2023-06-03,37104,35
2023-06-03,37105,41
2023-06-03,37106,91
2023-06-03,37107,14
2023-06-03,37108,21
2023-06-03,37109,23
2023-06-03,37201,21
2023-06-03,37202,19
2023-06-03,37203,27
2023-06-03,37204,192
2023-06-03,37205,6
2023-06-03,37206,3
2023-06-03,37207,2
2023-06-03,37209,9
2023-06-04,37001,16
2023-06-04,37005,6
2023-06-04,37009,1
2023-06-04,37010,1
2023-06-04,37101,1
2023-06-04,37105,2
2023-06-04,37107,1
2023-06-04,37108,1
2023-06-04,37109,1
2023-06-04,37202,1
2023-06-04,37204,1
2023-06-05,37001,1161
2023-06-05,37005,651
2023-06-05,37008,297
2023-06-05,37009,148
2023-06-05,37010,40
2023-06-05,37101,55
2023-06-05,37102,7
2023-06-05,37104,47
2023-06-05,37105,36
2023-06-05,37106,30
2023-06-05,37107,21
2023-06-05,37108,38
2023-06-05,37109,35
2023-06-05,37201,28
2023-06-05,37202,73
2023-06-05,37203,36
2023-06-05,37204,156
2023-06-05,37205,1
2023-06-06,37001,1234
2023-06-06,37005,703
2023-06-06,37008,323
2023-06-06,37009,162
2023-06-06,37010,40
2023-06-06,37101,48
2023-06-06,37102,14
2023-06-06,37104,53
2023-06-06,37105,40
2023-06-06,37106,46
2023-06-06,37107,29
2023-06-06,37108,39
2023-06-06,37109,33
2023-06-06,37201,14
2023-06-06,37202,74
2023-06-06,37203,38
2023-06-06,37204,170
2023-06-06,37205,1
2023-06-07,37001,1159
2023-06-07,37005,721
2023-06-07,37008,280
2023-06-07,37009,126
2023-06-07,37010,42
2023-06-07,37101,37
2023-06-07,37102,9
2023-06-07,37104,62
2023-06-07,37105,40
2023-06-07,37106,40
2023-06-07,37107,28
2023-06-07,37108,14
2023-06-07,37109,35
2023-06-07,37201,26
2023-06-07,37202,57
2023-06-07,37203,30
2023-06-07,37204,212
2023-06-07,37205,3
2023-06-07,37206,1
2023-06-08,37001,1239
2023-06-08,37005,963
2023-06-08,37008,322
2023-06-08,37009,155
2023-06-08,37010,62
2023-06-08,37101,62
2023-06-08,37102,34
2023-06-08,37104,58
2023-06-08,37105,67
2023-06-08,37106,83
2023-06-08,37107,45
2023-06-08,37108,31
2023-06-08,37109,45
2023-06-08,37201,37
2023-06-08,37202,146
2023-06-08,37203,53
2023-06-08,37204,235
2023-06-08,37206,1
